,rank,finalWorth,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,gender,birthDate,hdi_rank_2021,hdi,life_expectancy,expected_years_schooling,mean_years_schooling,gni_per_capita,hdi_tier,gdp_2022,tax_rev_2021,edu_primary_2022,edu_tertiary_2022
645,636,4300000000,Jay Paul,75.0,United States,San Francisco,Real estate,Real Estate,United States,True,M,1947-07-08 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
646,636,4300000000,Pham Nhat Vuong,54.0,Viet Nam,Hanoi,Diversified,Diversified,Vietnam,True,M,1968-08-05 00:00:00,115.0,0.703,73.6,13.0,8.4,7867.0,High,408802379068.229,,123.133720397949,42.2242393493652
647,636,4300000000,Jon Stryker,64.0,United States,New York,Medical equipment,Healthcare,United States,False,M,1958-05-03 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
648,636,4300000000,Daniel Tsai,66.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,1956-04-25 00:00:00,,,,,,,,,,,
649,636,4300000000,Richard Tsai,65.0,Taiwan,Taipei,Finance,Finance & Investments,Taiwan,False,M,1957-06-02 00:00:00,,,,,,,,,,,
650,636,4300000000,Frank Wang,42.0,China,Shenzhen,Drones,Technology,China,True,M,1980-10-30 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
651,636,4300000000,Wang Junshi & family,74.0,China,Ningbo,Solar inverters,Manufacturing,China,True,M,1949-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
652,636,4300000000,Wang Wenjing,58.0,China,Beijing,Business software,Technology,China,True,M,1964-12-05 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
653,636,4300000000,Herbert Wertheim,83.0,United States,Coral Gables,Investments,Finance & Investments,United States,True,M,1939-05-23 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
654,659,4200000000,Shari Arison,65.0,Israel,Tel Aviv,Carnival Cruises,Service,Israel,False,F,1957-09-09 00:00:00,22.0,0.919,82.3,16.1,13.3,41524.0,Very high,522033446211.625,24.6154201086698,96.2489776611328,58.9942817687988
655,659,4200000000,Pyotr Aven,68.0,Latvia,,"Oil, banking, telecom",Finance & Investments,Russia,True,M,1955-03-16 00:00:00,39.0,0.863,73.6,16.2,13.3,32803.0,Very high,41153912662.862,21.7669284404325,99.7407684326172,93.4839324951172
656,659,4200000000,Chan Laiwa & family,82.0,China,Beijing,Real estate,Real Estate,China,True,F,1941-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
657,659,4200000000,Chen Hua,57.0,China,Shenzhen,Real estate,Real Estate,China,True,M,1966-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
658,659,4200000000,Thomas Hagen,87.0,United States,Erie,Insurance,Finance & Investments,United States,False,M,1936-01-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
659,659,4200000000,"Rupert Johnson, Jr.",82.0,United States,Burlingame,Franklin Templeton,Finance & Investments,United States,False,M,1940-08-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
660,659,4200000000,Dewi Kam,72.0,Indonesia,Jakarta,Coal,Energy,Indonesia,True,F,1950-07-23 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
661,659,4200000000,Min Kao & family,74.0,United States,Leawood,Navigation equipment,Technology,United States,True,M,1949-01-10 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
662,659,4200000000,Marc Ladreit de Lacharriere,82.0,France,Paris,Finance,Finance & Investments,France,True,M,1940-11-06 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
663,659,4200000000,Eric Lefkofsky,53.0,United States,Glencoe,"Groupon, investments",Technology,United States,True,M,1969-09-02 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
664,659,4200000000,Lin Bin,55.0,China,Shenzhen,Smartphones,Technology,United States,True,M,1968-02-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
665,659,4200000000,Lin Li,59.0,China,Shenzhen,Investments,Finance & Investments,China,True,M,1963-05-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
666,659,4200000000,Michael Moritz,68.0,United States,San Francisco,Venture capital,Technology,United States,True,M,1954-09-12 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
667,659,4200000000,Jean (Gigi) Pritzker,60.0,United States,Los Angeles,"Hotels, investments",Service,United States,False,F,1962-07-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
668,659,4200000000,E. Joe Shoen,73.0,United States,Phoenix,U-Haul,Automotive,United States,False,M,1949-10-28 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
669,659,4200000000,Jeff Skoll,58.0,United States,Los Angeles,EBay,Technology,United States,True,M,1965-01-16 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
670,659,4200000000,Lynsi Snyder,40.0,United States,Glendora,In-N-Out Burger,Food & Beverage,United States,False,F,1982-05-05 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
671,659,4200000000,Djoko Susanto,73.0,Indonesia,Jakarta,Supermarkets,Fashion & Retail,Indonesia,True,M,1950-02-09 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
672,659,4200000000,Tahir & family,71.0,Indonesia,Jakarta,Diversified,Diversified,Indonesia,True,M,1952-03-26 00:00:00,114.0,0.705,67.6,13.7,8.6,11466.0,High,1319100220389.02,9.09404244081396,100.644996643066,42.633171081543
673,659,4200000000,Peter Thiel,55.0,United States,Los Angeles,"Facebook, investments",Finance & Investments,United States,True,M,1967-10-11 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
674,679,4100000000,Andrej Babis,68.0,Czechia,Prague,Agriculture,Food & Beverage,Czech Republic,True,M,1954-09-02 00:00:00,32.0,0.889,77.7,16.2,12.9,38745.0,Very high,290923534700.518,13.3610380051981,99.8488922119141,69.1061782836914
675,679,4100000000,Danielle Bellon & family,83.0,France,Paris,Food services,Service,France,False,F,1940-02-08 00:00:00,28.0,0.903,82.5,15.8,11.6,45937.0,Very high,2782905325624.52,23.9683390180217,102.744186401367,68.974853515625
676,679,4100000000,Hubert Burda,83.0,Germany,Munich,Publishing,Media & Entertainment,Germany,False,M,1940-02-09 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
677,679,4100000000,Nick Caporella,87.0,United States,Plantation,Beverages,Food & Beverage,United States,True,M,1936-01-15 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
678,679,4100000000,John Catsimatidis,74.0,United States,New York,"Oil, real estate",Energy,United States,True,M,1948-09-07 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
679,679,4100000000,Scott Cook,70.0,United States,Woodside,Software,Technology,United States,True,M,1952-07-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
680,679,4100000000,Luca Garavoglia,54.0,Italy,Milan,Spirits,Food & Beverage,Italy,False,M,1969-02-27 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
681,679,4100000000,Antti Herlin,66.0,Finland,Kirkkonummi,"Elevators, escalators",Manufacturing,Finland,False,M,1956-11-14 00:00:00,11.0,0.94,82.0,19.1,12.9,49452.0,Very high,280825957768.484,20.6553229526645,99.353630065918,100.868072509766
682,679,4100000000,Hong Jie,55.0,China,Putian,Paint,Manufacturing,China,True,M,1967-10-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
683,679,4100000000,"Jeremy Jacobs, Sr. & family",83.0,United States,East Aurora,Food service,Service,United States,False,M,1940-01-21 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
684,679,4100000000,Igor Kesaev,56.0,Russian Federation,Moscow,"Tobacco distribution, retail",Fashion & Retail,Russia,True,M,1966-10-30 00:00:00,52.0,0.822,69.4,15.8,12.8,27166.0,Very high,2240422438363.27,11.6475664289146,104.132827758789,83.3284912109375
685,679,4100000000,Mary Alice Dorrance Malone,73.0,United States,Coatesville,Campbell Soup,Food & Beverage,United States,False,F,1950-02-03 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
686,679,4100000000,Joao Moreira Salles,61.0,Brazil,Rio de Janeiro,"Banking, minerals",Diversified,Brazil,False,M,1962-01-01 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
687,679,4100000000,Walther Moreira Salles Junior,66.0,Brazil,Rio de Janeiro,"Banking, minerals",Finance & Investments,Brazil,False,M,1956-04-12 00:00:00,87.0,0.754,72.8,15.6,8.1,14370.0,High,1920095560995.06,14.316847461319,103.4716796875,56.8306198120117
688,679,4100000000,Arturo Moreno,76.0,United States,Phoenix,"Billboards, Los Angeles Angels",Sports,United States,True,M,1946-08-14 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
689,679,4100000000,Peter Spuhler,63.0,Switzerland,Weiningen,Train cars,Manufacturing,Switzerland,True,M,1959-09-01 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
690,679,4100000000,Donald Sterling,88.0,United States,Beverly Hills,Real estate,Real Estate,United States,True,M,1934-04-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
691,679,4100000000,Kerry Stokes,82.0,Australia,Perth,"Construction equipment, media",Diversified,Australia,True,M,1940-09-13 00:00:00,5.0,0.951,84.5,21.1,12.7,49238.0,Very high,1675418665067.09,23.1275046036399,99.9291534423828,112.688293457031
692,679,4100000000,Ken Xie,60.0,United States,Los Altos Hills,Cybersecurity,Technology,United States,True,M,1963-01-26 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
693,679,4100000000,Liangzhi Xie & family,57.0,China,Beijing,Biotech,Healthcare,China,True,M,1966-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
694,699,4000000000,Sid Bass,80.0,United States,Fort Worth,"Oil, investments",Energy,United States,False,M,1942-04-09 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
695,699,4000000000,Ben Chestnut,48.0,United States,Atlanta,Email marketing,Technology,United States,True,M,1974-06-15 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
696,699,4000000000,Elisabeth DeLuca & family,75.0,United States,,Subway,Food & Beverage,United States,False,F,1947-07-25 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
697,699,4000000000,Guangchang Guo,56.0,China,Shanghai,Conglomerate,Diversified,China,True,M,1967-02-16 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
698,699,4000000000,Vinod Rai Gupta,77.0,India,Delhi,Electrical equipment,Manufacturing,India,False,F,1945-09-15 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
699,699,4000000000,John Henry,73.0,United States,Boca Raton,Sports,Sports,United States,True,M,1949-09-13 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
700,699,4000000000,Travis Kalanick,46.0,United States,Los Angeles,Uber,Technology,United States,True,M,1976-08-06 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
701,699,4000000000,Koon Poh Keong,61.0,Malaysia,Petaling Jaya,Aluminum,Manufacturing,Malaysia,True,M,1961-04-25 00:00:00,62.0,0.803,74.9,13.3,10.6,26658.0,Very high,406305924656.071,11.2402377281295,97.7554931640625,40.2706604003906
702,699,4000000000,Dan Kurzius,51.0,United States,Atlanta,Email marketing,Technology,United States,True,M,1971-12-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
703,699,4000000000,Paul Lee,65.0,China,Yuxi,Battery separators,Manufacturing,United States,True,M,1958-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
704,699,4000000000,Tobi Lutke,42.0,Canada,Ottawa,E-commerce,Technology,Canada,True,M,1980-07-16 00:00:00,15.0,0.936,82.7,16.4,13.8,46808.0,Very high,2139840023673.81,13.2594283273391,96.2922668457031,77.8016510009766
705,699,4000000000,Gail Miller,79.0,United States,Salt Lake City,Car dealerships,Automotive,United States,True,F,1943-10-14 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
706,699,4000000000,Rajan Mittal,63.0,India,Delhi,Telecom,Telecom,India,False,M,1960-01-05 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
707,699,4000000000,Rakesh Mittal,67.0,India,Delhi,Telecom,Telecom,India,False,M,1955-09-18 00:00:00,132.0,0.633,67.2,11.9,6.7,6590.0,Medium,3385089881935.39,12.0174277483166,108.145172119141,31.5712585449219
708,699,4000000000,Isaac Perlmutter,80.0,United States,Palm Beach,Marvel comics,Media & Entertainment,United States,True,M,1942-12-01 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
709,699,4000000000,"Bernard Saul, II.",90.0,United States,Chevy Chase,"Banking, real estate",Finance & Investments,United States,False,M,1932-04-15 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
710,699,4000000000,Shaul Shani,68.0,Italy,Milan,Telecom,Telecom,Israel,True,M,1955-01-01 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
711,699,4000000000,Steven Spielberg,76.0,United States,Pacific Palisades,Movies,Media & Entertainment,United States,True,M,1946-12-18 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
712,699,4000000000,Jerzy Starak,75.0,Poland,Konstancin,Pharmaceuticals,Healthcare,Poland,True,M,1947-12-12 00:00:00,34.0,0.876,76.5,16.0,13.2,33034.0,Very high,688176605954.787,19.2052586407962,95.7681884765625,70.9335021972656
713,699,4000000000,Torbjorn Tornqvist,69.0,Switzerland,Geneva,Oil trading,Energy,Sweden,True,M,1953-11-08 00:00:00,1.0,0.962,84.0,16.5,13.9,66933.0,Very high,807706035351.75,10.2546515115504,101.478240966797,71.893928527832
714,699,4000000000,Rufino Vigil Gonzalez,74.0,Mexico,Mexico City,Steel,Metals & Mining,Mexico,True,M,1948-06-01 00:00:00,86.0,0.758,70.2,14.9,9.2,17896.0,High,1414187193992.25,13.8720298113292,103.358810424805,45.6506195068359
715,699,4000000000,Zhang Daocai,73.0,China,Shaoxing,Valves,Diversified,China,True,M,1950-01-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
716,721,3900000000,Juergen Blickle,76.0,Germany,Bruchsal,Auto parts,Manufacturing,Germany,False,M,1947-01-01 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
717,721,3900000000,"Austen Cargill, II.",72.0,United States,Livingston,Cargill,Food & Beverage,United States,False,M,1951-03-09 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
718,721,3900000000,"James Cargill, II.",73.0,United States,Birchwood,Cargill,Food & Beverage,United States,False,M,1949-04-07 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
719,721,3900000000,Vanich Chaiyawan,91.0,Thailand,Bangkok,"Insurance, beverages",Finance & Investments,Thailand,True,M,1932-01-01 00:00:00,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
720,721,3900000000,Chen Dongsheng,65.0,China,Beijing,Insurance,Finance & Investments,China,True,M,1957-12-01 00:00:00,79.0,0.768,78.2,14.2,7.6,17504.0,High,17963170521079.8,7.96512789790095,100.171730041504,71.9815521240234
721,721,3900000000,Mong-Koo Chung,85.0,Korea (Republic of),Seoul,Hyundai,Automotive,South Korea,False,M,1938-03-19 00:00:00,19.0,0.925,83.7,16.5,12.5,44501.0,Very high,1665245538594.96,16.803723607088,98.67578125,100.317680358887
722,721,3900000000,Kenneth Dart,67.0,Cayman Islands,George Town,Investments,Finance & Investments,Belize,False,M,1955-04-21 00:00:00,,,,,,,,6028373541.47434,,89.9940185546875,48.1794548034668
723,721,3900000000,Giuseppe De'Longhi & family,83.0,Italy,Treviso,Coffee makers,Fashion & Retail,Italy,False,M,1939-04-24 00:00:00,30.0,0.895,82.9,16.2,10.7,42840.0,Very high,2010431598465.38,25.410541533435,101.617156982422,71.2871170043945
724,721,3900000000,Guenther Fielmann & family,83.0,Germany,Hamburg,Optometry,Healthcare,Germany,True,M,1939-09-17 00:00:00,9.0,0.942,80.6,17.0,14.1,54534.0,Very high,4072191736089.51,11.2252932602207,101.346549987793,75.6655426025391
725,721,3900000000,W. Herbert Hunt,94.0,United States,Dallas,Oil,Energy,United States,False,M,1929-03-06 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
726,721,3900000000,James Irsay,63.0,United States,Carmel,Indianapolis Colts,Sports,United States,False,M,1959-06-13 00:00:00,21.0,0.921,77.2,16.3,13.7,64765.0,Very high,25462700000000.0,11.2336202024258,98.3054885864258,84.8550872802734
727,721,3900000000,Somurai Jaruphnit,,Thailand,Bangkok,Diversified,Diversified,Thailand,False,F,,66.0,0.8,78.7,15.9,8.7,17030.0,High,495340592811.188,14.3241419736655,101.586883544922,49.135627746582
